Log(g),log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
8.1,4.0,0.633,0.81638,0.011739,CO,-2.906,0.51711,3.116,12.0053,12.4185,12.4475,12.3225,12.6039,12.4335,12.5055,12.6375,12.8375,12.4319,12.5085,12.6575,12.8065,12.9325,11.7855,12.5635,12.4585,12.3635,12.2985,12.4005,12.3925,12.4135,15.1505,13.4239,10000.0,3056629.5975734573,4872695.801678602,1664832.3958888855,3793964.516374668,6562440.018895488,2831374.1505567185,1400355.3465725072,703136.0433170886,6103630.661600566,2797562.1703163516,1349239.9384909763,777390.7178622715,545638.3447370715
8.1,3.98,0.632,0.9578,0.01173,CO,-2.987,0.52376,3.103,12.2071,12.5462,12.5909,12.4224,12.8017,12.5841,12.6224,12.7385,12.9256,12.5784,12.6254,12.7585,12.8967,13.0162,11.9799,12.7231,12.5875,12.4755,12.3937,12.4754,12.4564,12.4681,15.6352,13.7332,9549.92586021436,2721629.446471927,4276372.0325100655,1520816.0919582904,3166937.1586454627,5721257.937510253,2546264.0816386393,1277922.2592534903,649330.109772061,5341391.697692012,2515856.856652781,1231275.8720075053,716515.4044920682,505930.73549877206
8.1,3.96,0.631,1.12802,0.01172,CO,-3.068,0.53005,3.091,12.4088,12.6771,12.7395,12.5248,13.0066,12.7414,12.743,12.841,13.0158,12.73,12.746,12.8616,12.9886,13.1016,12.1816,12.8889,12.7219,12.5927,12.4922,12.5494,12.5195,12.5242,16.1621,14.0581,9120.108393559096,2416627.9604607727,3735736.893669983,1386300.8836882045,2626759.1070487807,4958066.287549768,2282465.6202115216,1164783.5692840428,598585.7071377605,4653237.591474612,2255208.6494453275,1121646.9248909901,659487.1422062296,468459.2994856789
8.1,3.94,0.631,1.32142,0.011712,CO,-3.148,0.53561,3.08,12.6103,12.815,12.8958,12.6326,13.2254,12.9065,12.8709,12.9511,13.1126,12.8901,12.8739,12.9701,13.0868,13.1916,12.3966,13.0648,12.8645,12.7155,12.5951,12.6253,12.5873,12.5835,16.74,14.4027,8709.635899560806,2131291.691472156,3239286.6218691585,1256986.4496727388,2150271.7169741555,4264473.546883204,2031595.9603542618,1053897.3965824125,548276.2561809586,4020761.6025635656,2007334.8493829765,1016363.9816982707,603280.6957055035,431782.424473826
8.1,3.92,0.63,1.52915,0.011705,CO,-3.229,0.54029,3.071,12.8116,12.9551,13.0578,12.7431,13.4539,13.0782,13.0016,13.0606,13.2085,13.0556,13.0034,13.0801,13.1842,13.2826,12.6229,13.2479,13.0104,12.8406,12.7001,12.7026,12.6536,12.6414,17.3581,14.7691,8317.63771102671,1875522.0883444264,2793628.603786002,1136710.5411077808,1744265.6727803568,3645060.2908516214,1803335.914332718,953932.4512709936,502526.22389492736,3456428.800475439,1783771.0690175204,919535.6203741652,552177.5175970109,397543.12925825745
8.1,3.9,0.629,1.746,0.0117,CO,-3.309,0.5441,3.063,13.0126,13.1021,13.2262,12.8552,13.6994,13.2589,13.1372,13.1757,13.3073,13.2285,13.1393,13.1933,13.2858,13.375,12.8638,13.4405,13.1617,12.9708,12.8076,12.7801,12.7183,12.7055,18.0768,15.1641,7943.282347242814,1639431.5773673442,2394306.702848447,1026079.4740186951,1392463.264276171,3088842.9587505506,1592970.5414550907,858714.3799657944,459208.4198880178,2950113.5192225585,1575252.6844880707,829200.7187937476,503280.1858437738,365422.5673567297
8.1,3.88,0.629,2.014,0.011695,CO,-3.389,0.54728,3.057,13.2135,13.2461,13.3989,12.9602,13.9686,13.4465,13.2691,13.2808,13.395,13.4085,13.2715,13.2984,13.3753,13.4569,13.1294,13.6451,13.3149,13.0951,12.9058,12.8487,12.7826,12.7801,18.9562,15.6316,7585.775750291836,1437025.8054067532,2043953.6937781302,932292.6731901055,1087614.5720739632,2600920.632920814,1411949.018146202,780153.4023049069,423936.79651739635,2501554.6723738103,1395858.8345192953,753339.8497255627,463853.78393375484,339161.5690192788
8.1,3.86,0.628,2.29913,0.011691,CO,-3.47,0.54986,3.052,13.4142,13.3964,13.5777,13.0747,14.2412,13.6424,13.4104,13.3966,13.4935,13.5958,13.4114,13.4127,13.4755,13.5495,13.3961,13.8565,13.4755,13.2288,13.0141,12.9298,12.8655,12.8891,19.9715,16.1223,7244.359600749898,1252107.734631878,1734795.0880428513,839555.4832665068,846705.0479383253,2173022.540209245,1240498.2244831,701709.1475791119,387434.4590925025,2106624.497749205,1227944.1964247255,678528.4663422409,423251.2359829318,311647.585825299
8.1,3.84,0.628,2.60723,0.011688,CO,-3.55,0.552,3.048,13.6148,13.5375,13.7546,13.1696,14.5371,13.8408,13.5406,13.4921,13.5709,13.7849,13.5406,13.5074,13.5539,13.6231,13.6856,14.072,13.6313,13.3487,13.1004,13.0325,13.0828,13.2288,21.1167,16.6619,6918.309709189362,1100080.8724437698,1474725.1914048153,769683.7500061105,645052.5020907576,1811036.2626401735,1100877.6687700716,642954.2231457965,360961.7306146009,1770802.1696594376,1090740.7685490637,622172.7523286281,393968.1836440419,291371.23996229464
8.1,3.82,0.628,2.91737,0.011685,CO,-3.63,0.55375,3.044,13.8152,13.6842,13.9337,13.2748,14.8352,14.0428,13.6784,13.5973,13.6614,13.9778,13.6775,13.6123,13.6451,13.7142,13.977,14.2915,13.7958,13.4771,13.1981,13.1835,13.3579,13.5862,22.2989,17.1931,6606.934480075957,961540.5099221886,1251105.897741346,698964.7756017109,490431.1383862859,1504354.2549501087,970157.028976591,583879.2287088074,332264.6453349763,1483313.7338046625,962020.9248121178,565163.30990071,362413.296126851,268058.5441396536
8.1,3.8,0.627,3.22411,0.011683,CO,-3.71,0.55521,3.042,14.0156,13.8446,14.1262,13.4018,15.1306,14.2537,13.834,13.7218,13.7791,14.1799,13.833,13.7372,13.7611,13.8369,14.2693,14.52,13.9718,13.6242,13.3178,13.3617,13.5812,13.8208,23.4141,17.7053,6309.57344480193,829767.2046220207,1048196.6115312324,622019.4573687451,373737.5347926629,1239192.5643182786,840912.3187900883,520800.87560726487,298231.01915079175,1231804.2492006174,833936.9145909662,503921.2121332818,325801.2923261546,239496.03875863357
8.1,3.78,0.627,3.5391,0.011682,CO,-3.79,0.55647,3.039,14.216,14.0081,14.3167,13.534,15.4344,14.4669,13.9895,13.8527,13.9088,14.3832,13.9876,13.8666,13.886,13.9792,14.5657,14.7498,14.1458,13.7722,13.4436,13.5746,13.8069,14.0444,24.5731,18.2334,6025.595860743575,713888.877334995,879664.5713211617,550805.5652314449,282566.7562997388,1018434.6067935538,728828.0256433071,461727.8336931146,264695.8682225019,1021635.6693644071,723381.7503568715,447380.43718415056,290447.1719989869,210112.88414174828
8.1,3.76,0.627,3.84122,0.01168,CO,-3.87,0.55746,3.037,14.4162,14.179,14.5185,13.674,15.7635,14.6904,14.1547,13.9924,14.0383,14.5973,14.1527,14.0064,14.0146,14.1134,14.8884,14.9925,14.3324,13.9304,13.5767,13.7652,14.0115,14.2186,25.9538,18.8068,5754.399373371566,610125.7208719277,730711.2929009285,484336.32024351443,208751.5863431865,829243.1002494516,626172.2000361526,406120.3703562892,235015.16135001832,839082.697517698,621550.2798595072,393464.6388133629,258092.7888641536,185746.82646442033
8.1,3.74,0.627,4.16507,0.011679,CO,-3.951,0.55828,3.036,14.6165,14.3453,14.7244,13.8045,16.1554,14.9299,14.3114,14.1207,14.164,14.8229,14.3084,14.1337,14.1383,14.2488,15.2695,15.2582,14.5182,14.0782,13.7009,13.9316,14.1775,14.396,28.4898,19.6265,5495.408738576249,523568.73233088857,604588.9257570269,429557.5993251244,145527.19319799237,665206.1187381597,542110.9144881666,360918.49874888477,209358.33181691152,681771.958203198,538605.3153276573,349993.57873623166,230340.46496242296,163996.94999170981
8.1,3.72,0.627,4.46607,0.011678,CO,-4.031,0.55901,3.034,14.8167,14.5217,14.9421,13.9438,16.5454,15.1819,14.4864,14.2578,14.2901,15.063,14.4824,14.2693,14.2632,14.3786,15.65,15.5342,14.7226,14.2407,13.8305,14.1048,14.3834,14.6071,30.4506,20.3492,5248.074602497728,445131.2427677367,494828.33800126467,377899.03387116693,101629.20497132203,527509.8948144745,461490.24593074335,318158.4903587098,186433.78819352444,546604.885990477,458928.4802686269,308954.44760405313,205345.22773215018,145542.60576605902
8.1,3.7,0.627,4.75956,0.011677,CO,-4.111,0.55963,3.033,15.0168,14.7243,15.1856,14.1051,16.9101,15.4528,14.6965,14.4262,14.4195,15.3255,14.6915,14.4387,14.3996,14.4901,16.0084,15.8237,14.9552,14.4385,13.9843,14.2401,14.5192,14.7624,30.985,20.876,5011.872336272725,369421.74798865034,395484.0240116034,325784.3088552236,72646.20126691114,411097.6477218376,380361.81195970834,272494.5989792823,165515.62778770877,429287.1520470054,378598.93806407053,264367.9680112211,181133.59036031997,131360.4197701591
8.1,3.68,0.627,5.04623,0.011676,CO,-4.191,0.56018,3.032,15.217,14.9291,15.4375,14.2701,17.3542,15.7478,14.903,14.5956,14.5587,15.6039,14.8971,14.607,14.5405,14.6196,16.4442,16.1444,15.1936,14.633,14.1403,14.3693,14.6148,14.8656,33.0407,21.6916,4786.300923226385,305968.5911049334,313648.5847122467,279901.0649261965,48266.66558132104,313342.5544332649,314536.6778213342,233169.7926393525,145624.1466378072,332247.9260212331,313338.5138505311,226445.25289881384,159115.8281085728,116610.83774367813
8.1,3.66,0.627,5.32104,0.011675,CO,-4.271,0.56066,3.031,15.4171,15.1377,15.699,14.4381,17.834,16.0576,15.1153,14.7662,14.7055,15.8993,15.1079,14.7762,14.6894,14.7596,16.9116,16.4836,15.4428,14.8319,14.3003,14.4812,14.7059,14.9616,35.0678,22.5762,4570.881896148751,252528.9894809058,246557.2209865961,239816.4362663018,31031.423011431103,235599.17954276057,258717.43064682526,199299.71636813128,127229.49036388908,253149.26617492226,258088.21468304715,193801.71455115618,138748.33414798183,102521.11233022182
8.1,3.64,0.627,5.58829,0.011675,CO,-4.351,0.5611,3.03,15.6172,15.354,15.9787,14.6068,18.3694,16.3897,15.3448,14.941,14.848,16.2153,15.3357,14.9489,14.8366,14.8893,17.4336,16.8522,15.7102,15.0418,14.4603,14.5887,14.7993,15.0539,36.4413,23.5768,4365.158322401661,206914.6500634806,190562.62489681397,205304.72517867753,18951.417163918195,173513.70117926033,209423.63312601787,169662.8197718976,111580.36752281725,189224.19781756718,209241.6680012469,165301.8122566011,121156.79535786965,90977.3556643106
8.1,3.62,0.626,5.8561,0.011674,CO,-4.431,0.56148,3.029,15.8173,15.5787,16.2678,14.7888,18.9189,16.7405,15.5852,15.1286,14.9992,16.5474,15.5734,15.1347,14.9915,15.0318,17.9717,17.2359,15.99,15.2649,14.6314,14.6947,14.8902,15.1454,37.71,24.5653,4168.693834703355,168261.8429569181,146040.10175559708,173649.42336433267,11426.57546112577,125628.49997210423,167857.2446969972,142764.78024469872,97091.71850411533,139383.4061633053,168128.9783439662,139325.95078302812,105065.99508346815,79800.88542484611
8.1,3.6,0.626,6.1263,0.011674,CO,-4.511,0.56182,3.029,16.0174,15.8083,16.5663,14.9725,19.5224,17.1102,15.8311,15.3194,15.1541,16.8989,15.8174,15.3258,15.1517,15.1714,18.5624,17.6477,16.2839,15.4911,14.808,14.799,14.9812,15.2368,39.1718,25.5805,3981.0717055349733,136190.13218223516,110935.9040401119,146620.04399748845,6554.145706799148,89373.37824577779,133838.20090842072,119757.04772904079,84182.57153923842,100834.94675995698,134289.65990016508,116840.12567481837,90652.99941909549,70172.6229395331
8.1,3.58,0.626,6.38237,0.011673,CO,-4.591,0.56208,3.028,16.2175,16.0604,16.8699,15.1912,19.9202,17.4508,16.1105,15.5539,15.3271,17.2304,16.0958,15.5584,15.3374,15.3057,18.9602,18.0003,16.5878,15.7547,15.0202,14.9052,15.0944,15.3578,40.0316,26.104,3801.8939632056126,107989.13147799969,83889.2929042112,119891.32292645634,4544.336670941856,65319.45930928326,103489.07304737082,96510.7049913957,71795.39595185229,74316.53974027922,103933.84181002699,94324.91496163976,76414.64238618716,62018.62265684315
8.1,3.56,0.626,6.62494,0.011673,CO,-4.671,0.56229,3.028,16.4175,16.3076,17.1992,15.3941,20.571,17.8587,16.3881,15.7665,15.5005,17.6176,16.3696,15.7695,15.5171,15.4634,19.6035,18.4497,16.9139,16.0076,15.2159,15.0176,15.1869,15.4471,41.6608,27.1748,3630.780547701014,86000.31625255327,61942.186829291306,99455.25892708945,2495.4593452795257,44862.40804335333,80140.95197079921,79347.90927129779,61197.91061849812,52024.208342039754,80767.56332214645,77658.03947845136,64758.47082623576,53634.23826300655
8.1,3.54,0.626,6.85759,0.011673,CO,-4.751,0.56244,3.028,16.6176,16.5597,17.5337,15.6048,21.2276,18.2819,16.6751,15.9866,15.6746,18.0168,16.6544,15.9883,15.6959,15.6215,20.2597,18.914,17.2513,16.2697,15.4157,15.1342,15.2775,15.5334,43.3588,28.2274,3467.368504525317,68180.47904218592,45518.3524000997,81912.04194741887,1363.045957105869,30381.036128109874,61525.407237268184,64788.136432408,52131.064717055815,36018.488196363855,62132.23566553499,63484.31272721053,54925.82451132042,46366.265419109215
8.1,3.52,0.626,7.08336,0.011673,CO,-4.831,0.56257,3.027,16.8176,16.8321,17.8661,15.8468,21.6678,18.6557,16.9828,16.244,15.8823,18.382,16.9589,16.2445,15.9172,15.7952,20.708,19.3045,17.5874,16.5572,15.6557,15.228,15.393,15.6538,44.3381,28.8377,3311.311214825911,53051.79078771552,33514.02071645438,65546.2352546354,908.7208629600572,21531.91125350982,46341.97056044193,51113.48443545652,43054.306181356325,25730.337347229557,46937.178631728384,50140.24160780241,44797.789528029134,39511.372591199965
8.1,3.5,0.626,7.30523,0.011672,CO,-4.911,0.56266,3.027,17.0177,17.1008,18.2194,16.0781,22.3529,19.1042,17.2904,16.4889,16.0805,18.8099,17.2645,16.4866,16.1214,15.9764,21.4077,19.7958,17.9504,16.8397,15.8791,15.3605,15.4858,15.7383,46.2131,29.9501,3162.2776601683795,41428.04712314723,24209.228360426765,52978.80593042153,483.5761933649888,14248.101308065143,34914.7478735198,40799.03596678995,35876.57767227437,17352.413713276255,35428.3881498268,40125.534967187,37123.6781022585,33443.870279042385
8.1,3.48,0.626,7.52572,0.011672,CO,-4.991,0.56274,3.027,17.2177,17.3809,18.5581,16.3309,22.8167,19.488,17.6085,16.7591,16.2963,19.1848,17.5798,16.7556,16.351,16.1581,21.8838,20.1964,18.2954,17.1376,16.1312,15.4609,15.5999,15.8525,47.263,30.6862,3019.9517204020162,32007.69953664759,17721.519096234126,41974.17469159777,315.46044545212277,10005.45848748675,26047.671746954944,31810.456484860424,29409.72802484732,12285.699639848863,26499.116477840063,31319.933813020343,30047.6836517941,28290.233383751718
8.1,3.46,0.626,7.74758,0.011672,CO,-5.071,0.5628,3.027,17.4177,17.6483,18.8815,16.5724,23.2597,19.8544,17.9124,17.0171,16.5024,19.5428,17.8808,17.0125,16.5702,16.3316,22.3385,20.579,18.6248,17.4221,16.372,15.5567,15.709,15.9617,48.2656,31.3891,2884.031503126606,25020.412277764783,13156.517479393462,33603.318295367106,209.77074095944866,7139.651185539919,19688.33136945823,25082.44689038584,24324.896902953016,8834.864507512175,20083.12975118907,24720.704063439916,24554.494526537786,24112.182953683754
8.1,3.44,0.626,7.97248,0.011672,CO,-5.151,0.56286,3.027,17.6177,17.9037,19.1904,16.8029,23.6827,20.2044,18.2026,17.2634,16.6992,19.8847,18.1683,17.2579,16.7796,16.4972,22.7727,20.9443,18.9394,17.6938,16.602,15.6483,15.8131,16.0659,49.223,32.0604,2754.2287033381663,19775.81822885536,9898.763472390354,27175.789236022563,142.0839140272876,5172.220061197145,15070.543339823067,19991.708069427496,20292.287570556477,6448.220701105742,15411.020356919093,19719.724154859072,20247.48091453892,20701.24809620836
8.1,3.42,0.626,8.20155,0.011672,CO,-5.231,0.5629,3.027,17.8177,18.1476,19.4853,17.0231,24.0866,20.5387,18.4797,17.4987,16.8872,20.2112,18.4428,17.4921,16.9796,16.6555,23.1874,21.2933,19.2398,17.9533,16.8216,15.7357,15.9125,16.1654,50.1374,32.7014,2630.2679918953813,15796.99430473264,7544.334694420653,22187.183011291538,97.9455957676863,3801.517503102731,11675.860842643242,16096.44245593151,17065.971194640835,4773.532607205214,11968.270439688973,15893.547185701798,16841.121080806177,17892.726775231593
8.1,3.4,0.626,8.43475,0.011672,CO,-5.311,0.56294,3.027,18.0177,18.3805,19.767,17.2334,24.4724,20.8579,18.7443,17.7234,17.0667,20.523,18.705,17.7158,17.1705,16.8065,23.5834,21.6265,19.5267,18.201,17.0313,15.8191,16.0074,16.2604,51.0106,33.3136,2511.88643150958,12747.1900718623,5820.240720000074,18280.251466343165,68.65385243908005,2833.198442780595,9150.586068509994,13087.29528363985,14465.418682870004,3581.9530864082813,9400.509531849064,12934.237629888097,14125.73316810128,15569.566839366978
8.2,4.9,0.788,0.0005,0.011707,CO,0.688,0.20436,4.381,3.02,8.9212,8.7274,9.2934,8.151,8.6523,9.2198,9.6062,9.9839,8.7294,9.2257,9.6334,9.931,10.1497,7.369,8.6497,8.9949,9.1396,9.341,9.7924,9.9311,10.0517,6.6315,7.2809,79432.82347242821,77007634.42553283,150723256.24963412,27250939.950446855,230475217.39704138,214741664.7013152,58701369.214479566,22968319.586579274,9791524.824503148,185762999.3278952,57845651.28706012,21983668.000653494,11046134.305470565,7118620.669994173
8.2,4.88,0.783,0.00057,0.01167,CO,0.606,0.21026,4.322,3.2259,8.9659,8.7721,9.3371,8.1956,8.6978,9.2635,9.65,10.0272,8.7753,9.2699,9.6767,9.9747,10.1926,7.4136,8.6952,9.0394,9.1834,9.3848,9.8348,9.9727,10.0923,6.6885,7.3305,75857.75750291836,74370946.2558793,145562596.14613074,26342137.439861864,222604406.9534098,207236304.9243726,56743713.74226819,22200295.080819633,9468471.012702804,179204429.09416804,55890788.90780069,21258356.277274925,10677752.34846926,6886291.07611975
8.2,4.86,0.779,0.00065,0.011634,CO,0.523,0.2159,4.265,3.4316,9.0087,8.8149,9.3788,8.2383,8.7413,9.3052,9.6917,10.0685,8.8191,9.312,9.718,10.0164,10.2335,7.4563,8.7386,9.0819,9.2251,9.4265,9.8753,10.0124,10.1311,6.7429,7.3778,72443.59600749906,71939414.75738865,140803479.10715055,25506719.400378563,215346268.66528147,200331587.83414418,54944136.08097208,21496231.979079694,9171564.974638257,173185820.8392929,54098326.78586882,20591750.83173018,10339116.694721969,6672813.227422158
8.2,4.84,0.775,0.00075,0.011602,CO,0.441,0.22112,4.213,3.6368,9.0685,8.8771,9.4334,8.3047,8.8042,9.3631,9.7464,10.1209,8.881,9.37,9.7735,10.07,10.286,7.5228,8.8025,9.1413,9.283,9.4812,9.9255,10.0612,10.178,6.825,7.4511,69183.09709189362,68460378.68400665,133698268.41629286,24389730.481759273,203690018.5571194,190099874.40289134,52378583.06103645,20552977.029017642,8787712.575338267,164491980.28334343,51567518.09209894,19673683.07937331,9895456.49488232,6392950.853265227
8.2,4.82,0.771,0.00085,0.011571,CO,0.359,0.22608,4.162,3.8418,9.1103,8.9195,9.4741,8.3465,8.8473,9.404,9.7871,10.1612,8.9237,9.4106,9.8138,10.11,10.3266,7.5649,8.8458,9.1822,9.3235,9.5212,9.9656,10.1009,10.2177,6.8764,7.4968,66069.34480075965,66228242.78233117,129267609.50806925,23618425.165963065,197048749.3737742,183681647.06032568,50712810.62588111,19903005.909009792,8512944.045875436,158996902.65147245,49941336.985162675,19058539.04473487,9588700.83289551,6191349.219527789
8.2,4.8,0.768,0.00096,0.011541,CO,0.277,0.23085,4.114,4.0465,9.1503,8.96,9.5129,8.3864,8.8885,9.4431,9.8259,10.1997,8.9646,9.4494,9.8523,10.1482,10.3654,7.6052,8.8872,9.2213,9.3622,9.5594,10.004,10.1388,10.2556,6.9255,7.5405,63095.7344480193,64164990.94134555,125182788.89039497,22907929.684707176,190927544.84262964,177762713.13400924,49173665.87719474,19304278.616127472,8259137.263621275,153915929.44304797,48438988.96633852,18490323.578576166,9305392.021325879,6005099.475421632
8.2,4.78,0.764,0.00109,0.011513,CO,0.196,0.23542,4.068,4.2511,9.1885,8.9987,9.55,8.4245,8.9278,9.4804,9.863,10.2365,9.0037,9.4864,9.8891,10.1847,10.4024,7.6437,8.9268,9.2586,9.3993,9.5959,10.0407,10.1751,10.2919,6.9724,7.5822,60255.95860743581,62248373.76779506,121387647.6829368,22246193.688000485,185241573.20677012,172278286.22318533,47744402.06007642,18746640.44338266,8022773.969018613,149194715.9534052,47044075.96293482,17961160.100624003,9041584.526483005,5832168.711924032
8.2,4.76,0.761,0.00124,0.011486,CO,0.114,0.23976,4.025,4.4554,9.2478,9.0595,9.604,8.4926,8.9885,9.537,9.9171,10.2902,9.0629,9.543,9.9436,10.2383,10.4554,7.7111,8.9901,9.3159,9.4559,9.65,10.0928,10.2273,10.3411,7.0494,7.6543,57543.993733715666,59217135.49193818,115317144.80563435,21266454.90666102,174798558.20720193,163677856.25602457,45532536.47214829,17919374.057253256,7671564.523702136,141942623.31397408,44864654.53867317,17162232.039541375,8646571.401741656,5580453.120414551
8.2,4.74,0.758,0.00141,0.01146,CO,0.032,0.2439,3.983,4.6596,9.3044,9.1187,9.6566,8.5561,9.0477,9.5922,9.9696,10.3412,9.1217,9.5969,9.9966,10.2892,10.5059,7.7741,9.052,9.3714,9.51,9.7014,10.1425,10.2749,10.3886,7.1229,7.7211,54954.08738576248,56464538.655419394,109693847.49540344,20352768.283425797,165617503.84191623,155696308.92947456,43472061.22937654,17151070.173531182,7352792.849791592,135070720.3475852,42885721.07297827,16418828.181731187,8288049.205407195,5351035.75322763
8.2,4.72,0.755,0.00159,0.011435,CO,-0.049,0.24792,3.942,4.8636,9.395,9.2091,9.7498,8.6526,9.1382,9.6829,10.0618,10.4361,9.2083,9.6873,10.0882,10.3831,10.6033,7.8716,9.1467,9.454,9.6018,9.7936,10.2407,10.3753,10.4909,7.2023,7.8084,52480.74602497723,52171422.87838874,101372268.90459934,18760326.201701876,152195962.72030586,143871646.6691632,40163091.08266455,15823702.938327108,6766891.734671048,125261645.75263347,39632330.78281579,15156504.594608296,7634651.510711662,4913316.604502463
