logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
7.4,3.58,0.308,9.26135,0.018324,He,-4.199,0.0,0.0,15.2375,15.0302,15.662,14.2718,18.8469,16.0618,15.0272,14.6351,14.4581,15.8746,15.0182,14.6438,14.4673,14.4374,17.832,16.579,15.373,14.7291,14.1344,13.8614,14.7409,15.2666,45.3077,26.6981,3801.8939632056126,113183.84753981125,103559.73694940373,113467.67530145147,4955.812922658892,95272.37375224098,113903.98065195364,91289.30335387477,64866.57982958433,105130.77962888403,113794.52980674816,88877.29477263417,69110.0154138134,55997.22708490141
7.4,3.56,0.307,10.14698,0.018291,He,-4.281,0.0,0.0,15.4415,15.1873,15.8358,14.4197,19.2257,16.2685,15.1746,14.7824,14.6092,16.0703,15.1648,14.7909,14.6117,14.6153,18.2005,16.8135,15.5382,14.8749,14.282,14.1923,15.1338,15.6724,46.5401,27.4381,3630.780547701014,98290.17761505074,88559.79556807075,99375.15612199657,3508.8158047107536,79041.04123184092,99803.22348824788,79995.50044040354,56643.0547249858,88108.04233375641,99780.8162666254,77896.2397899477,60722.082363683396,47705.91043992562
7.4,3.54,0.306,11.03679,0.018264,He,-4.362,0.0,0.0,15.6447,15.3401,16.0004,14.5676,19.5877,16.4666,15.3156,14.9298,14.7674,16.2578,15.3055,14.9391,14.7605,14.8023,18.5547,17.0361,15.6967,15.0161,14.4332,14.5393,15.5038,16.0483,47.6635,28.1245,3467.368504525317,85639.32239804417,76327.26624397235,86976.29955582756,2521.4111734321064,66053.48791703062,87907.85255212309,70046.85843048593,49107.7197881902,74353.02707684351,87912.40374710823,68158.43287682744,53101.86314049587,40276.83084345946
7.4,3.52,0.306,11.93846,0.018243,He,-4.443,0.0,0.0,15.8473,15.4753,16.1173,14.7215,19.9151,16.6122,15.4132,15.0791,14.9599,16.3928,15.4043,15.0915,14.9339,15.0599,18.8688,17.2066,15.806,15.1277,14.6006,14.9948,15.8882,16.4696,48.5268,28.7054,3311.311214825911,75786.61382896415,68694.02891550778,75655.4479740895,1869.3169921508954,57896.86336660598,80535.42442335951,61188.2373777769,41223.89751424885,65810.91590445772,80450.62745543498,59368.88288781704,45367.937896014504,31843.04361877049
7.4,3.5,0.305,12.87089,0.018224,He,-4.524,0.0,0.0,16.0494,15.645,16.2706,14.9059,20.2785,16.7942,15.5482,15.2639,15.1749,16.5654,15.5402,15.2779,15.1365,15.3191,19.2176,17.409,15.9556,15.2764,14.8027,15.3404,16.1819,16.7942,49.7916,29.4224,3162.2776601683795,64955.75063294712,59772.86756834602,63971.319679055996,1340.3803626312485,49063.68221016796,71267.58699860472,51719.34851626585,33888.64095484256,56255.24724891239,71133.5590452738,50107.643617487505,37723.68785033295,25132.730514157844
7.4,3.48,0.305,13.858,0.018208,He,-4.605,0.0,0.0,16.2514,15.7974,16.3746,15.0982,20.6092,16.9238,15.6388,15.4567,15.4288,16.685,15.6331,15.4753,15.3728,15.6416,19.5315,17.5637,16.0527,15.3942,15.0299,15.7456,16.5165,17.1574,50.9745,30.1308,3019.9517204020162,56548.42715551672,54408.53288445029,53681.94391736275,990.1727737059082,43619.739012866725,65677.2528184316,43380.64147416404,26869.34481011648,50476.11973129523,65415.01758227205,41851.10256585017,30398.84385535191,18706.93333527632
7.4,3.46,0.304,14.88724,0.018194,He,-4.685,0.0,0.0,16.4531,15.9428,16.4737,15.2817,20.9248,17.0474,15.7253,15.6407,15.671,16.799,15.7217,15.6636,15.5983,15.9494,19.8312,17.7112,16.1454,15.5066,15.2467,16.1323,16.8358,17.5042,52.1041,30.8073,2884.031503126606,49536.878724211114,49738.779479020304,45404.23289780986,741.5476949379758,38986.223792885045,60741.160798820885,36674.489591313395,21530.05728145339,45514.95005742886,60381.732680702116,35241.55091353368,24735.755261001726,14110.769810530948
7.4,3.44,0.304,15.9859,0.018181,He,-4.766,0.0,0.0,16.6546,16.0815,16.5683,15.4569,21.2262,17.1654,15.8077,15.8163,15.9023,16.9079,15.8063,15.8434,15.8136,16.2433,20.1173,17.852,16.2338,15.6139,15.4537,16.5016,17.1407,17.8352,53.1827,31.4532,2754.2287033381663,43658.56789503934,45653.69900604422,38693.42644648861,562.6002701626842,35021.280274954566,56382.448825721935,31242.43863585468,17423.92657968843,41230.150268587444,55935.35751614361,29905.82996715167,20315.430154205445,10779.821123412
7.4,3.42,0.303,17.14411,0.018169,He,-4.846,0.0,0.0,16.856,16.2139,16.6586,15.6242,21.5139,17.278,15.8864,15.9839,16.1231,17.0117,15.8869,16.015,16.0191,16.5238,20.3905,17.9865,16.3181,15.7163,15.6513,16.8542,17.4318,18.1513,54.2127,32.0699,2630.2679918953813,38697.505399152375,42065.82928328115,33211.66691038115,432.20861595770054,31612.984788754515,52509.44381162635,26808.863859258752,14236.378178784478,37520.48136174957,52001.982650547274,25567.563517971143,16834.47225473249,8336.524640638207
7.4,3.4,0.303,18.35752,0.018159,He,-4.927,0.0,0.0,17.0572,16.3403,16.7447,15.7838,21.7886,17.3854,15.9615,16.1439,16.3338,17.1108,15.9639,16.1788,16.2153,16.7917,20.6512,18.1147,16.3985,15.814,15.8399,17.1908,17.7097,18.4531,55.1962,32.6589,2511.88643150958,34482.691923365455,38901.61644514298,28703.10410550326,335.9631253835836,28667.095613034722,49054.13373673759,23160.962417122166,11738.097397253654,34285.192640733694,48495.12628721987,22011.39341518684,14066.877283304824,6520.835293856034
7.5,4.9,0.571,0.00018,0.022328,CO,1.25,3.66582,1.453,1.6153,7.6401,7.4514,8.0088,6.9149,7.3714,7.9369,8.3207,8.6947,7.4412,7.9429,8.3468,8.6427,8.8596,6.1318,7.3786,7.7039,7.8559,8.0547,8.496,8.6293,8.7412,5.3486,6.0347,79432.82347242821,68891457.40390496,134205976.95514424,24457557.119833548,197813452.57021084,192073701.2253631,52601704.96701047,20631025.324332558,8825146.40925241,167274909.7799217,51830130.81060598,19766589.646262147,9947682.354043169,6421366.2491050465
7.5,4.88,0.566,0.00026,0.022265,CO,1.166,4.65169,1.398,1.8256,7.6926,7.5053,8.0591,6.9724,7.4253,7.988,8.3703,8.7443,7.4945,7.994,8.3971,8.6923,8.9085,6.1886,7.4339,7.755,7.907,8.1043,8.5478,8.6768,8.788,5.4169,6.0972,75857.75750291836,66011502.87802659,128429888.61339463,23482661.86033379,188673137.30745175,183807045.06313184,50467764.64778786,19821433.518835403,8478834.672296835,160164053.77907038,49727491.628915966,18978679.617136996,9557320.65408328,6173361.214636741
7.5,4.86,0.56,0.00037,0.022161,CO,1.081,5.7529,1.337,2.0371,7.7421,7.5551,8.1061,7.0267,7.4757,8.0361,8.4176,8.7911,7.5441,8.0421,8.4441,8.7391,8.9551,6.2427,7.4847,7.8036,7.9551,8.1516,8.5936,8.7215,8.8331,5.4819,6.1568,72443.59600749906,63662884.45498679,123826271.82814766,22699381.08276265,181157685.1232578,177120506.19542858,48734976.4512189,19154982.150918648,8197527.052461932,154451362.49646077,48020120.376376376,18345632.349488992,9240231.427897103,5969643.282439112
7.5,4.84,0.554,0.0005,0.022025,CO,0.996,6.9619,1.27,2.2498,7.7945,7.6087,8.1569,7.084,7.5289,8.0872,8.4679,8.8407,7.5967,8.0931,8.4949,8.7887,9.0047,6.3,7.5382,7.8552,8.0061,8.2017,8.6417,8.7702,8.8812,5.551,6.2195,69183.09709189362,61414820.26265937,119321765.51239403,21930113.99911665,173973714.37303585,170740173.35304257,47070372.35621749,18514356.627460957,7928476.2915253,148969931.1706206,46384205.031425536,17723910.94467729,8936958.101563895,5773713.820129094
7.5,4.82,0.547,0.00066,0.02186,CO,0.911,8.28311,1.196,2.4636,7.856,7.6708,8.2158,7.1511,7.5916,8.1474,8.5268,8.8991,7.6588,8.1526,8.5538,8.8471,9.0631,6.3671,7.6021,7.9154,8.0656,8.2601,8.7001,8.8267,8.9377,5.6292,6.2921,66069.34480075965,58912127.14359553,114396092.33193201,21086883.963393476,166025636.84093216,163601483.32418287,45206319.77886399,17802465.13428437,7627131.792276101,142820364.1447608,44576055.62248211,17042412.706244208,8597283.356391871,5554267.253606022
7.5,4.8,0.539,0.00085,0.021672,CO,0.825,9.71308,1.117,2.6786,7.9146,7.7303,8.2727,7.215,7.6503,8.2044,8.5837,8.9553,7.717,8.2104,8.6097,8.9033,9.1189,6.431,7.6617,7.9734,8.1231,8.3167,8.7555,8.8812,8.9914,5.7066,6.3618,63095.7344480193,56789367.9708889,110182727.9911899,20358920.16729115,159263951.1873466,157691966.159217,43641682.35560822,17187886.41693419,7368576.250390528,137724900.48015356,43001535.91418165,16469234.346972756,8305840.214002873,5367957.935634047
