logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr),Mzams,Mbol,Gaia_G_mag,Gaia_BP_mag,Gaia_RP_mag,SDSS_u_mag,SDSS_g_mag,SDSS_r_mag,SDSS_i_mag,SDSS_z_mag,PS1_g_mag,PS1_r_mag,PS1_i_mag,PS1_z_mag,PS1_y_mag,U,B,V,R,I,J,H,K,FUV,NUV,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z,PS1_g,PS1_r,PS1_i,PS1_z,PS1_y
8.9,3.98,1.123,2.27431,0.006234,ONe,-3.537,0.0,0.0,13.5815,13.9257,13.9815,13.7981,14.267,13.9737,14.0083,14.1003,14.2764,13.9561,14.0071,14.1211,14.2512,14.3511,13.4486,14.1366,13.9375,13.8545,13.7531,13.7576,13.6953,13.7245,18.4006,14.9296,9549.92586021436,2704527.635107059,4206277.383942722,1516558.3604451981,2907916.1143479208,5632665.437879758,2515393.139872266,1290764.056482362,662533.6945725663,5316635.11549715,2494987.3958868785,1242732.904405829,728597.9754849537,523833.76935534243
8.9,3.96,1.123,2.45797,0.006234,ONe,-3.617,0.0,0.0,13.7816,14.0755,14.1458,13.9217,14.4571,14.1448,14.1524,14.2277,14.3881,14.1261,14.1526,14.2478,14.3647,14.4579,13.6366,14.3088,14.099,13.9947,13.8747,13.8472,13.7597,13.786,19.075,15.2363,9120.108393559096,2355979.0456174,3615579.446943187,1353378.0469957732,2440854.4007984945,4811427.613114933,2202753.358868312,1147854.55835828,597761.5414719079,4546077.711815449,2182068.379755743,1105854.011025681,656278.1726334203,474759.31234670867
8.9,3.94,1.123,2.65549,0.006233,ONe,-3.697,0.0,0.0,13.9818,14.2275,14.3123,14.0467,14.6535,14.319,14.2984,14.3562,14.5005,14.2986,14.2984,14.3759,14.4788,14.5649,13.8303,14.487,14.2624,14.1361,13.9964,13.9362,13.8266,13.8451,19.7937,15.5607,8709.635899560806,2048852.8375514457,3102539.0114631094,1206586.5216467185,2037610.7172371822,4099522.7270649155,1926217.0124221938,1020061.145229381,539147.1480507103,3879503.9419646543,1908480.3735450092,983098.7402609325,590999.7569205752,430341.1085123813
8.9,3.92,1.123,2.86689,0.006233,ONe,-3.777,0.0,0.0,14.1819,14.3822,14.4822,14.1731,14.8445,14.4982,14.448,14.4845,14.6122,14.474,14.448,14.5029,14.593,14.672,14.0184,14.6677,14.4273,14.2804,14.1176,14.0253,13.8887,13.9032,20.7558,15.9224,8317.63771102671,1776768.1705650329,2653122.184458989,1073985.6278823938,1708917.9685446038,3475788.1513206083,1678283.0726257754,906371.425373455,486437.7962043055,3300777.099106782,1662829.4136658104,874575.1628273528,531994.6958345539,389917.595979138
8.9,3.9,1.123,3.0924,0.006232,ONe,-3.857,0.0,0.0,14.3821,14.5363,14.6557,14.2998,15.0616,14.68,14.5963,14.6131,14.7244,14.6522,14.5961,14.6311,14.708,14.7775,14.2334,14.8562,14.5922,14.4225,14.2392,14.1127,13.9554,13.9613,21.6397,16.3113,7943.282347242814,1542162.470241541,2262020.9115378535,955999.8719643599,1399653.6488573505,2940848.573036986,1464483.822887741,805388.7701670462,438820.2663525416,2802047.944034546,1451266.1395222808,777421.4229382738,478681.52583783923,353925.7806704895
8.9,3.88,1.123,3.33272,0.006232,ONe,-3.937,0.0,0.0,14.5822,14.6902,14.8275,14.423,15.2774,14.862,14.7435,14.739,14.8358,14.832,14.7425,14.757,14.82,14.8829,14.4464,15.0452,14.7551,14.5641,14.3588,14.199,14.0184,14.0185,22.7562,16.7893,7585.775750291836,1338351.3151092238,1930974.8417943127,853449.5114254536,1147362.3130360944,2486982.1195249385,1278805.7451218218,717208.7342088993,396028.7150762208,2374409.175974294,1268197.9959367136,692303.4630552324,431764.23680327146,321182.7399582318
8.9,3.86,1.122,3.5878,0.006231,ONe,-4.017,0.0,0.0,14.7824,14.8509,15.011,14.554,15.5217,15.0566,14.8987,14.8724,14.9517,15.0201,14.8964,14.8903,14.9373,14.9912,14.6866,15.2481,14.9278,14.7122,14.4849,14.2885,14.0858,14.0782,23.7074,17.2708,7244.359600749898,1154594.5862986217,1631233.013670837,756688.651991026,916473.6175905212,2079562.8463360697,1108827.4417733487,634490.2555242822,356045.96103360696,1997353.5636200663,1100947.0938036586,612513.8183722945,387673.44497203093,290784.7225351584
8.9,3.84,1.122,3.85754,0.006231,ONe,-4.097,0.0,0.0,14.9825,15.0111,15.1921,14.6817,15.775,15.2495,15.0511,15.0036,15.065,15.2082,15.0491,15.0203,15.0546,15.0992,14.9355,15.4516,15.0971,14.8596,14.6087,14.3779,14.152,14.1362,24.6456,17.9664,6918.309709189362,996206.8343603294,1380625.8554777168,672724.4633809665,725771.5959519439,1741053.2319448402,963615.918026661,562270.0573856209,320764.3271433313,1679635.127385626,956503.2486143062,543395.316425307,347973.40554793173,263251.943124257
8.9,3.82,1.122,4.14231,0.00623,ONe,-4.177,0.0,0.0,15.1827,15.175,15.3804,14.8155,16.054,15.4496,15.2086,15.1384,15.1835,15.403,15.2064,15.1544,15.1747,15.2105,15.2084,15.6643,15.2726,15.0109,14.7369,14.4693,14.2218,14.1969,25.4912,18.8005,6606.934480075957,856897.5991403387,1161168.9429318064,594917.3436606791,561486.574789784,1448476.5175040627,833764.4518237704,496780.3004445331,287690.4679927096,1404217.4251421536,827762.7112560674,480413.6074592779,311634.4510531094,237679.1002180881
8.9,3.8,1.122,4.44753,0.00623,ONe,-4.257,0.0,0.0,15.3828,15.3458,15.5781,14.9531,16.3714,15.6605,15.3718,15.2805,15.3073,15.6062,15.3698,15.2965,15.3012,15.3264,15.5165,15.8887,15.4555,15.1683,14.8719,14.5658,14.2951,14.2644,26.3104,19.7426,6309.57344480193,732164.9355142902,967866.3958862029,524102.981273629,419159.5608601933,1192755.5852336031,717403.30767541,435837.2702279039,256687.9447697488,1164539.8593341915,712107.9898341744,421478.37800337403,277361.04359412636,213614.6307048902
8.9,3.78,1.122,4.80743,0.006229,ONe,-4.337,0.0,0.0,15.583,15.5274,15.7888,15.0992,16.7413,15.8848,15.545,15.4308,15.4376,15.8219,15.5426,15.4445,15.4346,15.4488,15.8734,16.131,15.6489,15.3351,15.0129,14.6676,14.3764,14.3398,27.153,20.7061,6025.595860743575,619595.6465061341,797397.4510687499,458264.33779457444,298235.1363828883,970444.9188362422,611818.7836654925,379615.3782058533,227732.44258925115,955022.9090060159,607526.5891794001,367887.24580013606,245371.93868708037,190901.97710803465
8.9,3.76,1.122,5.28232,0.006229,ONe,-4.417,0.0,0.0,15.7833,15.717,16.0134,15.2516,17.1701,16.1281,15.7263,15.5865,15.573,16.0547,15.7243,15.6001,15.572,15.5771,16.285,16.3961,15.8549,15.509,15.1602,14.7832,14.4707,14.4361,28.0358,21.6204,5754.399373371566,520317.4097746983,648387.8126410651,398250.25421138766,200927.23517970502,775623.3776577907,517729.37445366645,328899.94235537713,201031.8662026978,770714.9610024594,513907.895567042,318768.0102908,216204.5823089668,169625.22090684343
8.9,3.74,1.121,5.83504,0.006228,ONe,-4.497,0.0,0.0,15.9835,15.9225,16.2556,15.417,17.6141,16.3942,15.9251,15.7547,15.7189,16.3093,15.9221,15.7691,15.721,15.7134,16.7133,16.6862,16.0787,15.6989,15.3199,14.8967,14.5771,14.5439,28.9481,22.4339,5495.408738576249,430732.66839719465,518912.69662764325,342086.1691682268,133529.8195842353,607225.9799232279,431243.20021527435,281788.4909620736,175810.3175015027,609808.1768613248,428454.53509113024,272906.69223118713,188540.36705740987,149661.4264397918
8.9,3.72,1.121,6.35902,0.006228,ONe,-4.577,0.0,0.0,16.1836,16.1207,16.4982,15.5708,18.152,16.6639,16.1164,15.9142,15.8552,16.5656,16.1124,15.9276,15.8606,15.8428,17.2247,16.9883,16.2965,15.8804,15.4677,15.0057,14.721,14.6989,29.9538,23.5204,5248.074602497728,358862.27958187746,415005.9249023043,296903.6356424483,81361.37175912254,473663.9631459757,361578.2181507083,243289.4358395911,155068.77576476752,481585.3238599866,359571.071365709,235838.2185107132,165792.29686443493,132846.42760395914
8.9,3.7,1.121,6.80043,0.006227,ONe,-4.658,0.0,0.0,16.3838,16.286,16.7043,15.6981,18.5779,16.904,16.277,16.043,15.9658,16.7912,16.273,16.0551,15.9731,15.9482,17.6383,17.258,16.4854,16.0307,15.589,15.1266,15.0258,15.2399,39.1377,24.6056,5011.872336272725,308281.3753807592,343363.2202703968,264140.497811939,54979.11422129549,379812.9959233633,311962.02918636915,216143.7727215588,140095.38678249577,391356.6518081656,310230.3054472421,209774.96723982744,149521.56175131412,120595.01519189833
8.9,3.68,1.121,7.14965,0.006227,ONe,-4.738,0.0,0.0,16.5839,16.4641,16.9192,15.8438,19.0387,17.1488,16.4538,16.1919,16.0963,17.0227,16.4478,16.2027,16.1045,16.0736,18.0827,17.532,16.6834,16.1996,15.7291,15.2581,15.3437,15.6809,40.6908,25.375,4786.300923226385,261641.89617683899,281704.49276268797,230969.6902897559,35964.80737274777,303144.5890562624,265082.9143270028,188444.17940852852,124229.24178778593,316207.9028227802,264097.45763839135,183110.67431187167,132478.01878539514,107440.83046700337
8.9,3.66,1.121,7.4212,0.006226,ONe,-4.818,0.0,0.0,16.784,16.6357,17.126,15.9864,19.4903,17.3861,16.6238,16.3376,16.2258,17.247,16.6179,16.3476,16.2349,16.202,18.518,17.7993,16.8743,16.3611,15.8669,15.4182,15.7343,16.1509,41.998,26.1156,4570.881896148751,223463.59777529823,232923.48110506253,202607.020873922,23734.344255650383,243707.73842111137,226736.39398513286,164832.26500275865,110296.90685394745,257271.8198571922,225872.6874691734,160285.1030248285,117523.12291577146,95488.01279521413
8.9,3.64,1.121,7.62342,0.006226,ONe,-4.898,0.0,0.0,16.984,16.7994,17.3213,16.1247,19.9293,17.613,16.7836,16.4776,16.3555,17.4601,16.7776,16.4873,16.3639,16.3353,18.9427,18.0582,17.0554,16.5153,16.0015,15.6277,16.1773,16.6465,43.2491,26.842,4365.158322401661,192188.22981604567,194577.79256893645,178375.2072615292,15840.804615897858,197746.7340515246,195704.6908233709,144891.2724376605,97877.60487033692,211422.99396276043,194977.15054770221,140933.15056053345,104357.41753197799,84455.67850141067
8.9,3.62,1.121,7.79493,0.006226,ONe,-4.978,0.0,0.0,17.1841,16.9564,17.5054,16.2626,20.346,17.8294,16.9364,16.6152,16.4888,17.664,16.9299,16.6255,16.4939,16.4806,19.3478,18.305,17.2269,16.6615,16.1362,15.8796,16.6395,17.1396,44.6686,27.5725,4168.693834703355,166313.2255951666,164230.29467676856,157099.38711449012,10791.883224162668,162012.79689953508,170012.64942955217,127644.53525231061,86569.18588457198,175223.44661589124,169458.6410013306,124088.96456332532,92581.31036425043,73876.93264328751
8.9,3.6,1.121,7.92852,0.006226,ONe,-5.058,0.0,0.0,17.3841,17.1064,17.678,16.3976,20.7394,18.0348,17.0795,16.75,16.6247,17.8568,17.0726,16.7611,16.6239,16.6352,19.7304,18.5407,17.3885,16.802,16.2701,16.1612,17.1144,17.6261,46.3395,28.3185,3981.0717055349733,144852.76402154102,140091.97957151989,138731.31112888057,7511.682745752518,134087.81673592023,149018.85953085832,112741.08924304521,76384.16462626688,146714.22321687182,148587.9938669679,109519.93079302614,82134.06609199688,64072.08478038148
8.9,3.58,1.121,8.03957,0.006226,ONe,-5.138,0.0,0.0,17.5841,17.24,17.8113,16.5348,21.0947,18.2004,17.1878,16.8836,16.7852,18.0087,17.1816,16.8951,16.7717,16.8425,20.0764,18.7361,17.5096,16.9166,16.4139,16.598,17.5585,18.0655,47.7257,29.0701,3801.8939632056126,128081.61252873307,123906.26677604787,122262.84312623517,5415.234117990299,115119.61261496367,134871.8253713869,99687.84928638057,65887.54613760523,127559.3268039475,134395.18801546536,96803.96828129716,71680.87917217625,52935.72375973833
8.9,3.56,1.121,8.12896,0.006226,ONe,-5.218,0.0,0.0,17.7842,17.3979,17.9687,16.698,21.4416,18.389,17.3221,17.046,16.9727,18.1871,17.3156,17.059,16.9453,17.0742,20.4131,18.9509,17.6597,17.0564,16.5867,16.9651,17.8904,18.4143,48.6056,29.7148,3630.780547701014,110745.67809021554,107184.81732843447,105199.69743576908,3934.207276643737,96762.99886741512,119179.41115992231,85838.52106018004,55437.461215104755,108231.13643171435,118791.04947933783,83240.2087546656,61089.043234795274,42763.067957844665
8.9,3.54,1.121,8.20452,0.006226,ONe,-5.298,0.0,0.0,17.9842,17.5575,18.12,16.8655,21.7896,18.5715,17.4518,17.2139,17.1683,18.3586,17.4459,17.2285,17.1287,17.3169,20.7497,19.1576,17.8041,17.1962,16.767,17.3336,18.1963,18.7406,49.6463,30.4295,3467.368504525317,95606.36064723266,93242.36321749829,90160.12200923834,2855.3361076638566,81791.71593689536,105759.94963881266,73539.76308588519,46298.117558363716,92417.07491492221,105357.0784630601,71208.71695604929,51594.489933374134,34197.06668917355
8.9,3.52,1.121,8.27074,0.006226,ONe,-5.378,0.0,0.0,18.1843,17.7146,18.2328,17.0665,22.1299,18.7115,17.5481,17.4158,17.4352,18.4873,17.5447,17.4354,17.3769,17.6558,21.0714,19.323,17.9069,17.3192,17.0047,17.7507,18.5207,19.0621,51.4365,31.343,3311.311214825911,82726.90689605869,84041.39877396246,74922.88477000449,2087.071066069006,71896.75999876663,96783.48034611717,61060.76294231915,36207.899680794595,82086.59071544035,96193.05532387002,58853.617272250085,41050.96052450027,25028.156118277126
8.9,3.5,1.121,8.33063,0.006226,ONe,-5.458,0.0,0.0,18.3843,17.8947,18.3778,17.2816,22.4795,18.8848,17.6771,17.6422,17.702,18.6505,17.6765,17.6649,17.6346,17.9568,21.4057,19.5183,18.0459,17.4722,17.2612,18.0722,18.7582,19.3206,53.3191,31.9687,3162.2776601683795,70082.04831694442,73534.86037463641,61457.44352630406,1512.5064568311302,61289.95740123294,85941.16475203402,49568.094770819436,28319.35341366626,70630.48990184274,85196.88558347891,47640.154437789584,32377.50084229593,18968.319459885115
8.9,3.48,1.12,8.38887,0.006225,ONe,-5.538,0.0,0.0,18.5843,18.0698,18.4862,17.521,22.8269,19.0177,17.7749,17.8988,18.0256,18.7726,17.7788,17.9272,17.9484,18.3202,21.732,19.6775,18.1459,17.6076,17.5681,18.4233,18.9911,19.5574,56.0477,32.7914,3019.9517204020162,59663.167720177174,66569.11653424228,49312.158380514884,1098.6940142801948,54246.140023843596,78563.48796797557,39147.29401121459,21027.268218766458,63138.133598742235,77560.97151800283,37427.66053765403,24258.438630049204,13577.14250855846
8.9,3.46,1.12,8.44712,0.006225,ONe,-5.618,0.0,0.0,18.7843,18.237,18.5897,17.7496,23.1586,19.1447,17.8682,18.1439,18.3346,18.8893,17.8765,18.1777,18.248,18.6673,22.0436,19.8294,18.2415,17.7368,17.8613,18.7587,19.2136,19.7835,58.6534,33.5771,2884.031503126606,51147.72338845212,60516.35937910707,39949.745032787425,809.4625456527036,48257.946838093114,72094.27129692116,31236.45552549854,15819.139450101253,56703.74459673563,70886.45211612992,29716.159575997408,18408.688312243878,9862.076714542329
8.9,3.44,1.12,8.50538,0.006224,ONe,-5.698,0.0,0.0,18.9844,18.3967,18.6885,17.968,23.4754,19.266,17.9574,18.3779,18.6297,19.0007,17.9699,18.4169,18.5342,18.9987,22.3412,19.9746,18.3327,17.8603,18.1412,19.0789,19.426,19.9995,61.1418,34.3275,2754.2287033381663,44165.77456744998,55270.36553897154,32680.865942174558,604.8062939754994,43170.62977722036,66429.39544470853,25188.44116316997,12058.197644752972,51190.72534489171,65064.30332198507,23848.014408663454,14147.587481613944,7270.226144500824
8.9,3.42,1.12,8.56363,0.006224,ONe,-5.778,0.0,0.0,19.1844,18.5492,18.7829,18.1766,23.778,19.3818,18.0426,18.6014,18.9115,19.1071,18.059,18.6454,18.8075,19.3153,22.6254,20.1132,18.4199,17.9782,18.4086,19.3847,19.6289,20.2057,63.5183,35.0441,2630.2679918953813,38378.31042789337,50667.833747739205,26968.29905434413,457.6951411746328,38803.2752319282,61415.82640818354,20502.23896478325,9301.701490780137,46412.106839892826,59938.07404801392,19322.006568865134,10999.232649052263,5431.3516271720655
8.9,3.4,1.12,8.6219,0.006223,ONe,-5.858,0.0,0.0,19.3844,18.6949,18.8731,18.3757,24.0669,19.4924,18.1239,18.8149,19.1807,19.2087,18.1442,18.8636,19.0685,19.6176,22.8969,20.2456,18.5032,18.0908,18.6639,19.6768,19.8227,20.4027,65.7878,35.7284,2511.88643150958,33569.54210077273,46643.58287261649,22457.07148693058,350.877781190226,35056.451225209414,57003.28264182328,16847.709176032993,7261.426805330218,42279.59799808618,55432.22995042275,15809.269081127333,8651.710006835494,4112.704307743062
9.0,4.9,1.193,0.00029,0.005737,ONe,0.07,0.0,0.0,4.566,10.6258,10.438,10.9915,9.8975,10.3612,10.9197,11.3014,11.6762,10.429,10.9256,11.3274,11.6234,11.8412,9.1145,10.3693,10.6846,10.8386,11.0354,11.4695,11.6101,11.724,8.3269,9.0161,79432.82347242821,66713744.8409017,129855935.42851782,23749967.719459306,192108141.36209258,185301038.13592106,51075163.818814024,20071080.803412896,8579300.233349502,161674211.4925404,50330616.7339587,19231877.92437095,9677693.337868245,6241908.3588707065
9.0,4.88,1.192,0.00034,0.005734,ONe,-0.011,0.0,0.0,4.7668,10.668,10.4816,11.0315,9.944,10.4055,10.9612,11.3407,11.7148,10.4726,10.9663,11.3667,11.6627,11.8798,9.161,10.4143,10.7253,10.8793,11.0747,11.5095,11.648,11.7612,8.3819,9.0661,75857.75750291836,64237649.602882676,124875180.1042565,22914867.280535392,184246858.97858673,178078781.34540468,49211215.354913324,19377827.337759793,8288313.866314526,155473034.1106217,48529584.68705034,18567610.456531394,9343426.612936184,6030199.922598402
9.0,4.86,1.192,0.00039,0.005732,ONe,-0.091,0.0,0.0,4.9676,10.7068,10.5208,11.0683,9.9879,10.4453,10.9988,11.3767,11.7512,10.5118,11.0038,11.4037,11.6992,11.9157,9.2044,10.4548,10.7638,10.9163,11.1107,11.5452,11.6827,11.7962,8.4365,9.1154,72443.59600749906,62025840.19557391,120531105.91315654,22166665.105162624,177069233.19250014,171788935.5713302,47569337.67020703,18758931.41912332,8020643.301405891,150064542.25236705,46914769.66546219,17958043.942866698,9040848.518254641,5838142.947938215
9.0,4.84,1.191,0.00046,0.00573,ONe,-0.171,0.0,0.0,5.1683,10.7459,10.5604,11.1052,10.031,10.4844,11.0356,11.4141,11.7871,10.5512,11.0416,11.4402,11.7351,11.9521,9.248,10.4947,10.8014,10.9534,11.1472,11.5801,11.7178,11.8279,8.4918,9.1644,69183.09709189362,59873655.66917272,116295326.1198812,21440923.115926143,170296697.55437976,165828170.06170034,46016144.07133998,18136405.410088155,7765194.210898344,144817553.82062095,45341168.46807581,17376493.788539283,8752906.959876208,5649601.871356569
9.0,4.82,1.19,0.00056,0.005728,ONe,-0.252,0.0,0.0,5.3691,10.7877,10.6041,11.1446,10.0772,10.5281,11.0761,11.4528,11.8258,10.5943,11.0821,11.4796,11.7738,11.9908,9.2942,10.5396,10.8414,10.9934,11.1866,11.6188,11.7552,11.866,8.5486,9.2155,66069.34480075965,57652613.67136224,111785503.22710392,20691248.893735062,163316269.60437316,159397510.27025947,44362238.20203634,17513560.240173444,7498519.883855737,139278612.8227482,43711522.47830803,16768930.886751007,8452312.343721492,5455581.76880867
9.0,4.8,1.189,0.0007,0.005726,ONe,-0.332,0.0,0.0,5.5698,10.828,10.6448,11.1825,10.1231,10.5691,11.1149,11.4907,11.8637,10.6344,11.1205,11.5171,11.8117,12.0277,9.3397,10.5815,10.8809,11.0325,11.2247,11.6564,11.7913,11.9022,8.6059,9.2665,63095.7344480193,55590724.22410994,107747900.7228911,19995397.220279925,156665288.4432432,153597753.85860956,42834803.66734115,16924574.999897543,7246342.857886138,134322189.98246625,42222045.02314123,16210958.948579647,8168059.048081791,5276967.271591874
9.0,4.78,1.188,0.00095,0.005724,ONe,-0.412,0.0,0.0,5.7706,10.8702,10.6881,11.2224,10.1698,10.6131,11.1554,11.5295,11.9025,10.6772,11.1604,11.5565,11.8505,12.0665,9.3859,10.626,10.9214,11.0724,11.2635,11.6918,11.8296,11.9387,8.6629,9.3184,60255.95860743581,53508868.70929851,103607752.913383,19287390.491130486,150174508.70578283,147600660.87319946,41295261.2386231,16341849.589770578,6996846.010029788,129220435.71700932,40727026.36132094,15644156.188003859,7886826.84232404,5095277.45559451
9.0,4.76,1.187,0.00156,0.005722,ONe,-0.493,0.0,0.0,5.9714,10.9114,10.7309,11.262,10.2183,10.6554,11.196,11.5695,11.941,10.7189,11.201,11.5955,11.889,12.105,9.4339,10.6704,10.962,11.1125,11.3025,11.729,11.866,11.9745,8.7237,9.3723,57543.993733715666,51552450.32086966,99672602.46330367,18609599.062413085,143714226.9318407,142060011.42254734,39807395.26154367,15761761.518449275,6757808.162909025,124438493.3862946,39259633.85542333,15102737.932494463,7617383.995318272,4921204.1443164935
9.0,4.74,1.186,0.0032,0.005719,ONe,-0.573,0.0,0.0,6.1723,10.9527,10.7727,11.3006,10.2648,10.6967,11.2347,11.6076,11.9786,10.7597,11.2397,11.6346,11.9276,12.1426,9.4808,10.7128,11.0017,11.1517,11.3406,11.7666,11.9026,12.0106,8.784,9.4259,54954.08738576248,49680370.52768285,96008859.73078026,17978461.746107306,137833656.33861113,136901232.83590898,38453801.04032905,15234221.508245464,6534635.577636131,119974861.75696391,37924665.48674349,14583816.80534031,7359043.37895394,4758684.31169224
9.0,4.72,1.185,0.0057,0.005717,ONe,-0.653,0.0,0.0,6.3731,10.9987,10.8203,11.3437,10.3173,10.7448,11.2787,11.6502,12.0207,10.8073,11.2837,11.6767,11.9697,12.1842,9.5328,10.7623,11.0457,11.1952,11.3827,11.8082,11.9427,12.0517,8.8479,9.4838,52480.74602497723,47652823.125769906,91954951.65493977,17290849.830931734,131419280.624816,131060303.02830672,36952436.86054114,14658315.825339328,6290500.216024249,114909005.72723582,36443960.517356604,14038962.337611722,7084107.968234565,4583008.93116662
9.0,4.7,1.184,0.00922,0.005714,ONe,-0.734,0.0,0.0,6.574,11.0428,10.8657,11.385,10.3675,10.7907,11.3209,11.691,12.061,10.8527,11.3259,11.717,12.01,12.224,9.5825,10.8096,11.0879,11.2369,11.423,11.848,11.9811,12.091,8.909,9.5392,50118.72336272725,45804120.36531551,88281770.16178887,16662963.82012767,125613118.57965402,125767109.62768832,35581069.32942897,14132532.309911527,6067657.998417506,110318914.32228884,35091463.40472327,13541629.312768713,6833152.0386273675,4422691.1865927465
9.0,4.68,1.184,0.01453,0.005712,ONe,-0.814,0.0,0.0,6.7748,11.0907,10.915,11.4293,10.4235,10.8394,11.3671,11.7354,12.105,10.9005,11.3721,11.7624,12.054,12.268,9.6391,10.8595,11.1341,11.2827,11.468,11.8901,12.0233,12.1317,8.9809,9.6035,47863.0092322638,43857979.6598827,84421897.1089064,16007972.365372188,119382061.0644411,120334776.21666262,34122675.058763914,13575757.183698561,5830760.036335274,105641377.06902494,33653137.06593693,12996158.395995747,6566367.095743136,4250017.22749747
9.0,4.66,1.183,0.0215,0.005709,ONe,-0.894,0.0,0.0,6.9756,11.1382,10.9638,11.4733,10.4779,10.8886,11.412,11.7786,12.1478,10.9489,11.417,11.8056,12.0968,12.3108,9.6931,10.9109,11.179,11.3272,11.5108,11.932,12.0643,12.1732,9.0478,9.6639,45708.818961487515,42024730.14116919,80796289.90580155,15388370.617709726,113667258.09871833,115124422.90489532,32774749.574668594,13059915.683922993,5611274.052719518,101141727.07033873,32323759.430894837,12502340.058823276,6319190.821670786,4090034.788544713
9.0,4.64,1.182,0.02987,0.005707,ONe,-0.975,0.0,0.0,7.1763,11.1886,11.017,11.5217,10.5396,10.9413,11.4608,11.8271,12.1956,11.0004,11.4658,11.8531,12.1439,12.3576,9.7546,10.9646,11.2285,11.3762,11.5589,11.9808,12.1082,12.2172,9.125,9.7337,43651.58322401656,40146646.525931194,76986709.84503925,14727769.493528796,107463189.16737267,109746785.13295947,31356221.449132316,12498120.68522852,5373358.550922379,96523865.58036189,30924750.66741577,11975554.961718747,6055162.615953384,3920228.1501964326
9.0,4.62,1.181,0.03959,0.005705,ONe,-1.055,0.0,0.0,7.377,11.2423,11.0726,11.571,10.6018,10.9972,11.5116,11.8757,12.2433,11.0553,11.5166,11.9017,12.192,12.4053,9.8168,11.0226,11.279,11.4263,11.607,12.0316,12.154,12.263,9.201,9.8034,41686.93834703355,38236111.71613638,73194796.4399462,14083851.133774815,101550992.54616104,104312476.14036703,29943886.67736658,11959393.662199408,5146005.766334194,91828851.73689897,29531850.035347376,11459352.947341278,5796825.919012476,3754358.931211395
9.0,4.6,1.181,0.05068,0.005703,ONe,-1.135,0.0,0.0,7.5775,11.2944,11.1266,11.6199,10.6654,11.0498,11.562,11.9246,12.2916,11.1067,11.5661,11.9507,12.2406,12.4526,9.8804,11.078,11.3299,11.4759,11.6556,12.0789,12.1994,12.3073,9.2807,9.8761,39810.71705534969,36470211.01860664,69692294.25867444,13473051.823199745,95840424.10157803,99449088.9737986,28605709.561360575,11440729.460598413,4925551.030290553,87644306.32883379,28235482.186145373,10961365.271304904,5546957.174048194,3596833.5857761563
9.0,4.58,1.18,0.06319,0.005701,ONe,-1.215,0.0,0.0,7.7781,11.3545,11.1884,11.6745,10.7344,11.1134,11.6175,11.9765,12.3435,11.1694,11.6225,12.0035,12.2925,12.5045,9.9494,11.1434,11.3845,11.5305,11.7075,12.1246,12.2496,12.3566,9.3622,9.9523,38018.93963205613,34530505.59554099,65882401.71675133,12821258.05680147,90002254.42116214,93856741.02434841,27199278.632857468,10914362.579061087,4698935.503317732,82784374.03570198,26825008.600580674,10448388.472882366,5291751.895417966,3431349.900100879
9.0,4.56,1.179,0.07726,0.005699,ONe,-1.295,0.0,0.0,7.9786,11.4201,11.2566,11.7351,10.8149,11.1813,11.6798,12.0364,12.4026,11.2356,11.6838,12.0634,12.3516,12.5636,10.0289,11.2147,11.447,11.592,11.7674,12.1837,12.3051,12.4101,9.4577,10.0415,36307.8054770101,32528774.76674441,61914759.582380764,12133760.249727128,83629241.15702309,88228772.74070825,25700534.41325858,10335777.346366512,4453118.49974963,77942285.65721689,25370243.640355997,9894505.162512705,5014922.687262452,3251844.5312697995
9.0,4.54,1.179,0.09303,0.005698,ONe,-1.376,0.0,0.0,8.1791,11.4929,11.3326,11.802,10.9049,11.2569,11.7489,12.1036,12.4673,11.3089,11.7529,12.1296,12.417,12.628,10.1182,11.2936,11.5163,11.6603,11.833,12.2443,12.3663,12.4713,9.5621,10.1408,34673.685045253165,30429872.279350147,57749285.46123644,11412685.081634963,77003520.35816628,82323279.37968916,24124292.094446,9718865.441131506,4196977.840732515,72879529.70779414,23814258.421469476,9312504.670672586,4723421.11013616,3065647.370613487
9.0,4.52,1.178,0.11068,0.005696,ONe,-1.456,0.0,0.0,8.3796,11.5738,11.417,11.8769,11.0065,11.3414,11.8253,12.1776,12.5402,11.3911,11.8293,12.2032,12.4892,12.6997,10.2205,11.382,11.5934,11.7364,11.9066,12.3133,12.4331,12.5381,9.6797,10.2533,33113.112148259075,28264744.11529853,53467705.04155111,10659400.06192072,70173883.051006,76212742.68088907,22500880.16859124,9084907.250140892,3927187.2107360414,67613044.20446408,22211709.796396837,8708260.901477823,4422640.053561211,2871753.286462919
