,GaiaEDR3,Gmag,e_Gmag,GmagCorr,e_GmagCorr,BPmag,e_BPmag,RPmag,e_RPmag,Plx,e_Plx,ZPcor,teff,logg,distance,av,TeffH,loggH,rgeo,meanAV,teff_pct_err,logg_pct_err
14,1068931460633216.0,14.8841,0.0029,14.884055,0.00287,14.7305,0.003286,15.1906,0.004667,7.5607,0.0495,-0.022198,42730.187823706845,7.939929120994862,132.65234923330922,0.04,36080.95,7.799727,132.238785,0.04,15.560984311933751,1.7657855486913385
